Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
4508,420062.495065,420051.794055,420062.495065,420062.495065
4509,420062.991145,420052.051368,420062.991145,420062.991145
4510,420063.492680,420052.311500,420063.492680,420063.492680
4511,420063.999668,420052.574451,420063.999668,420063.999668
4512,420064.512109,420052.840220,420064.512109,420064.512109
4513,420065.030003,420053.108808,420065.030003,420065.030003
4514,420065.553347,420053.380212,420065.553347,420065.553347
4515,420066.082143,420053.654433,420066.082143,420066.082143
4516,420066.616389,420053.931469,420066.616389,420066.616389
4517,420067.156084,420054.211320,420067.156084,420067.156084
4518,420067.701228,420054.493986,420067.701228,420067.701228
4519,420068.251820,420054.779465,420068.251820,420068.251820
4520,420068.807860,420055.067758,420068.807860,420068.807860
4521,420069.369346,420055.358862,420069.369346,420069.369346
4522,420069.936278,420055.652779,420069.936278,420069.936278
4523,420070.508656,420055.949505,420070.508656,420070.508656
4524,420071.086478,420056.249042,420071.086478,420071.086478
4525,420071.669744,420056.551389,420071.669744,420071.669744
4526,420072.258453,420056.856544,420072.258453,420072.258453
4527,420072.852604,420057.164507,420072.852604,420072.852604
4528,420073.452196,420057.475276,420073.452196,420073.452196
4529,420074.057230,420057.788853,420074.057230,420074.057230
4530,420074.667703,420058.105234,420074.667703,420074.667703
4531,420075.283616,420058.424421,420075.283616,420075.283616
4532,420075.904967,420058.746412,420075.904967,420075.904967
4533,420076.531756,420059.071205,420076.531756,420076.531756
4534,420077.163982,420059.398802,420077.163982,420077.163982
4535,420077.801644,420059.729199,420077.801644,420077.801644
4536,420078.444740,420060.062398,420078.444740,420078.444740
4537,420079.093272,420060.398396,420079.093272,420079.093272
4538,420079.747237,420060.737194,420079.747237,420079.747237
4539,420080.406634,420061.078790,420080.406634,420080.406634
4540,420081.071464,420061.423183,420081.071464,420081.071464
4541,420081.741725,420061.770373,420081.741725,420081.741725
4542,420082.417416,420062.120359,420082.417416,420082.417416
4543,420083.098536,420062.473140,420083.098536,420083.098536
4544,420083.785084,420062.828715,420083.785084,420083.785084
4545,420084.477061,420063.187083,420084.477061,420084.477061
4546,420085.174464,420063.548243,420085.174464,420085.174464
4547,420085.877293,420063.912194,420085.877293,420085.877293
4548,420086.585546,420064.278936,420086.585546,420086.585546
4549,420087.299224,420064.648468,420087.299224,420087.299224
4550,420088.018325,420065.020789,420088.018325,420088.018325
4551,420088.742848,420065.395897,420088.742848,420088.742848
4552,420089.472793,420065.773792,420089.472793,420089.472793
4553,420090.208157,420066.154473,420090.208157,420090.208157
4554,420090.948941,420066.537938,420090.948941,420090.948941
4555,420091.695144,420066.924188,420091.695144,420091.695144
4556,420092.446764,420067.313221,420092.446764,420092.446764
4557,420093.203801,420067.705036,420093.203801,420093.203801
4558,420093.966253,420068.099633,420093.966253,420093.966253
4559,420094.734120,420068.497009,420094.734120,420094.734120
4560,420095.507401,420068.897165,420095.507401,420095.507401
4561,420096.286094,420069.300099,420096.286094,420096.286094
4562,420097.070199,420069.705810,420097.070199,420097.070199
4563,420097.859714,420070.114297,420097.859714,420097.859714
4564,420098.654639,420070.525560,420098.654639,420098.654639
4565,420099.454973,420070.939597,420099.454973,420099.454973
4566,420100.260715,420071.356407,420100.260715,420100.260715
4567,420101.071863,420071.775989,420101.071863,420101.071863
4568,420101.888416,420072.198342,420101.888416,420101.888416
4569,420102.710374,420072.623466,420102.710374,420102.710374
4570,420103.537736,420073.051358,420103.537736,420103.537736
4571,420104.370500,420073.482019,420104.370500,420104.370500
4572,420105.208665,420073.915446,420105.208665,420105.208665
4573,420106.052231,420074.351639,420106.052231,420106.052231
4574,420106.901196,420074.790598,420106.901196,420106.901196
4575,420107.755559,420075.232319,420107.755559,420107.755559
4576,420108.615319,420075.676804,420108.615319,420108.615319
4577,420109.480475,420076.124050,420109.480475,420109.480475
4578,420110.351026,420076.574056,420110.351026,420110.351026
4579,420111.226970,420077.026822,420111.226970,420111.226970
4580,420112.108307,420077.482346,420112.108307,420112.108307
4581,420112.995036,420077.940627,420112.995036,420112.995036
4582,420113.887155,420078.401663,420113.887155,420113.887155
4583,420114.784663,420078.865455,420114.784663,420114.784663
4584,420115.687559,420079.332000,420115.687559,420115.687559
4585,420116.595842,420079.801298,420116.595842,420116.595842
4586,420117.509511,420080.273348,420117.509511,420117.509511
4587,420118.428565,420080.748147,420118.428565,420118.428565
4588,420119.353002,420081.225696,420119.353002,420119.353002
4589,420120.282821,420081.705992,420120.282821,420120.282821
4590,420121.218021,420082.189035,420121.218021,420121.218021
4591,420122.158602,420082.674823,420122.158602,420122.158602
4592,420123.104560,420083.163356,420123.104560,420123.104560
4593,420124.055897,420083.654632,420124.055897,420124.055897
4594,420125.012609,420084.148649,420125.012609,420125.012609
4595,420125.974697,420084.645408,420125.974697,420125.974697
4596,420126.942158,420085.144905,420126.942158,420126.942158
4597,420127.914992,420085.647141,420127.914992,420127.914992
4598,420128.893198,420086.152114,420128.893198,420128.893198
4599,420129.876773,420086.659822,420129.876773,420129.876773
4600,420130.865717,420087.170265,420130.865717,420130.865717
4601,420131.860029,420087.683441,420131.860029,420131.860029
4602,420132.859707,420088.199349,420132.859707,420132.859707
4603,420133.864750,420088.717988,420133.864750,420133.864750
4604,420134.875157,420089.239356,420134.875157,420134.875157
4605,420135.890926,420089.763452,420135.890926,420135.890926
4606,420136.912057,420090.290275,420136.912057,420136.912057
4607,420137.938547,420090.819823,420137.938547,420137.938547
4608,420138.970396,420091.352096,420138.970396,420138.970396
4609,420140.007602,420091.887091,420140.007602,420140.007602
4610,420141.050164,420092.424808,420141.050164,420141.050164
4611,420142.098081,420092.965245,420142.098081,420142.098081
4612,420143.151351,420093.508401,420143.151351,420143.151351
4613,420144.209973,420094.054275,420144.209973,420144.209973
4614,420145.273945,420094.602864,420145.273945,420145.273945
4615,420146.343267,420095.154169,420146.343267,420146.343267
4616,420147.417936,420095.708187,420147.417936,420147.417936
4617,420148.497952,420096.264917,420148.497952,420148.497952
4618,420149.583313,420096.824357,420149.583313,420149.583313
4619,420150.674018,420097.386508,420150.674018,420150.674018
4620,420151.770065,420097.951366,420151.770065,420151.770065
4621,420152.871452,420098.518930,420152.871452,420152.871452
4622,420153.978180,420099.089200,420153.978180,420153.978180
4623,420155.090245,420099.662173,420155.090245,420155.090245
4624,420156.207648,420100.237849,420156.207648,420156.207648
4625,420157.330385,420100.816226,420157.330385,420157.330385
4626,420158.458456,420101.397302,420158.458456,420158.458456
4627,420159.591860,420101.981076,420159.591860,420159.591860
4628,420160.730595,420102.567547,420160.730595,420160.730595
4629,420161.874659,420103.156712,420161.874659,420161.874659
4630,420163.024051,420103.748572,420163.024051,420163.024051
4631,420164.178770,420104.343124,420164.178770,420164.178770
4632,420165.338813,420104.940366,420165.338813,420165.338813
4633,420166.504181,420105.540298,420166.504181,420166.504181
4634,420167.674870,420106.142917,420167.674870,420167.674870
4635,420168.850881,420106.748223,420168.850881,420168.850881
4636,420170.032210,420107.356214,420170.032210,420170.032210
4637,420171.218857,420107.966887,420171.218857,420171.218857
4638,420172.410820,420108.580243,420172.410820,420172.410820
4639,420173.608098,420109.196279,420173.608098,420173.608098
4640,420174.810689,420109.814993,420174.810689,420174.810689
4641,420176.018591,420110.436385,420176.018591,420176.018591
4642,420177.231803,420111.060453,420177.231803,420177.231803
4643,420178.450324,420111.687194,420178.450324,420178.450324
4644,420179.674152,420112.316608,420179.674152,420179.674152
4645,420180.903285,420112.948693,420180.903285,420180.903285
4646,420182.137721,420113.583448,420182.137721,420182.137721
4647,420183.377460,420114.220870,420183.377460,420183.377460
4648,420184.622500,420114.860959,420184.622500,420184.622500
4649,420185.872839,420115.503712,420185.872839,420185.872839
4650,420187.128475,420116.149129,420187.128475,420187.128475
4651,420188.389407,420116.797207,420188.389407,420188.389407
4652,420189.655633,420117.447944,420189.655633,420189.655633
4653,420190.927152,420118.101340,420190.927152,420190.927152
4654,420192.203961,420118.757393,420192.203961,420192.203961
4655,420193.486060,420119.416101,420193.486060,420193.486060
4656,420194.773447,420120.077462,420194.773447,420194.773447
4657,420196.066120,420120.741475,420196.066120,420196.066120
4658,420197.364078,420121.408138,420197.364078,420197.364078
4659,420198.667318,420122.077450,420198.667318,420198.667318
4660,420199.975839,420122.749408,420199.975839,420199.975839
4661,420201.289640,420123.424012,420201.289640,420201.289640
4662,420202.608718,420124.101258,420202.608718,420202.608718
4663,420203.933073,420124.781147,420203.933073,420203.933073
4664,420205.262702,420125.463676,420205.262702,420205.262702
4665,420206.597604,420126.148843,420206.597604,420206.597604
4666,420207.937777,420126.836647,420207.937777,420207.937777
4667,420209.283219,420127.527086,420209.283219,420209.283219
4668,420210.633928,420128.220158,420210.633928,420210.633928
4669,420211.989904,420128.915862,420211.989904,420211.989904
4670,420213.351144,420129.614195,420213.351144,420213.351144
4671,420214.717646,420130.315157,420214.717646,420214.717646
4672,420216.089408,420131.018745,420216.089408,420216.089408
4673,420217.466430,420131.724957,420217.466430,420217.466430
4674,420218.848709,420132.433793,420218.848709,420218.848709
4675,420220.236243,420133.145249,420220.236243,420220.236243
4676,420221.629031,420133.859325,420221.629031,420221.629031
4677,420223.027071,420134.576018,420223.027071,420223.027071
4678,420224.430360,420135.295328,420224.430360,420224.430360
4679,420225.838898,420136.017251,420225.838898,420225.838898
4680,420227.252683,420136.741786,420227.252683,420227.252683
4681,420228.671712,420137.468932,420228.671712,420228.671712
4682,420230.095984,420138.198686,420230.095984,420230.095984
4683,420231.525497,420138.931047,420231.525497,420231.525497
4684,420232.960250,420139.666013,420232.960250,420232.960250
4685,420234.400239,420140.403582,420234.400239,420234.400239
4686,420235.845465,420141.143752,420235.845465,420235.845465
4687,420237.295924,420141.886522,420237.295924,420237.295924
4688,420238.751615,420142.631890,420238.751615,420238.751615
4689,420240.212536,420143.379853,420240.212536,420240.212536
4690,420241.678685,420144.130410,420241.678685,420241.678685
4691,420243.150060,420144.883559,420243.150060,420243.150060
4692,420244.626660,420145.639298,420244.626660,420244.626660
4693,420246.108482,420146.397625,420246.108482,420246.108482
4694,420247.595525,420147.158539,420247.595525,420247.595525
4695,420249.087787,420147.922037,420249.087787,420249.087787
4696,420250.585266,420148.688118,420250.585266,420250.585266
4697,420252.087959,420149.456779,420252.087959,420252.087959
4698,420253.595866,420150.228019,420253.595866,420253.595866
4699,420255.108983,420151.001836,420255.108983,420255.108983
4700,420256.627310,420151.778228,420256.627310,420256.627310
4701,420258.150844,420152.557193,420258.150844,420258.150844
4702,420259.679584,420153.338729,420259.679584,420259.679584
4703,420261.213526,420154.122834,420261.213526,420261.213526
4704,420262.752670,420154.909506,420262.752670,420262.752670
4705,420264.297014,420155.698743,420264.297014,420264.297014
4706,420265.846555,420156.490544,420265.846555,420265.846555
4707,420267.401291,420157.284905,420267.401291,420267.401291
4708,420268.961221,420158.081826,420268.961221,420268.961221
4709,420270.526342,420158.881304,420270.526342,420270.526342
4710,420272.096653,420159.683338,420272.096653,420272.096653
4711,420273.672152,420160.487924,420273.672152,420273.672152
4712,420275.252836,420161.295062,420275.252836,420275.252836
4713,420276.838703,420162.104749,420276.838703,420276.838703
4714,420278.429752,420162.916984,420278.429752,420278.429752
4715,420280.025980,420163.731763,420280.025980,420280.025980
4716,420281.627386,420164.549086,420281.627386,420281.627386
4717,420283.233967,420165.368950,420283.233967,420283.233967
4718,420284.845721,420166.191353,420284.845721,420284.845721
4719,420286.462647,420167.016293,420286.462647,420286.462647
4720,420288.084742,420167.843767,420288.084742,420288.084742
4721,420289.712004,420168.673775,420289.712004,420289.712004
4722,420291.344431,420169.506314,420291.344431,420291.344431
4723,420292.982021,420170.341381,420292.982021,420292.982021
4724,420294.624772,420171.178975,420294.624772,420294.624772
4725,420296.272681,420172.019094,420296.272681,420296.272681
4726,420297.925748,420172.861734,420297.925748,420297.925748
4727,420299.583969,420173.706896,420299.583969,420299.583969
4728,420301.247342,420174.554575,420301.247342,420301.247342
4729,420302.915866,420175.404771,420302.915866,420302.915866
4730,420304.589538,420176.257481,420304.589538,420304.589538
4731,420306.268356,420177.112702,420306.268356,420306.268356
4732,420307.952318,420177.970434,420307.952318,420307.952318
4733,420309.641422,420178.830672,420309.641422,420309.641422
4734,420311.335665,420179.693417,420311.335665,420311.335665
4735,420313.035046,420180.558664,420313.035046,420313.035046
4736,420314.739562,420181.426413,420314.739562,420314.739562
4737,420316.449212,420182.296661,420316.449212,420316.449212
4738,420318.163992,420183.169405,420318.163992,420318.163992
4739,420319.883901,420184.044644,420319.883901,420319.883901
4740,420321.608937,420184.922375,420321.608937,420321.608937
4741,420323.339097,420185.802597,420323.339097,420323.339097
4742,420325.074380,420186.685306,420325.074380,420325.074380
4743,420326.814782,420187.570501,420326.814782,420326.814782
4744,420328.560302,420188.458180,420328.560302,420328.560302
4745,420330.310938,420189.348340,420330.310938,420330.310938
4746,420332.066686,420190.240980,420332.066686,420332.066686
4747,420333.827546,420191.136096,420333.827546,420333.827546
4748,420335.593515,420192.033687,420335.593515,420335.593515
4749,420337.364590,420192.933750,420337.364590,420337.364590
4750,420339.140770,420193.836283,420339.140770,420339.140770
4751,420340.922052,420194.741284,420340.922052,420340.922052
4752,420342.708433,420195.648751,420342.708433,420342.708433
4753,420344.499912,420196.558681,420344.499912,420344.499912
4754,420346.296486,420197.471072,420346.296486,420346.296486
4755,420348.098153,420198.385921,420348.098153,420348.098153
4756,420349.904911,420199.303228,420349.904911,420349.904911
4757,420351.716757,420200.222988,420351.716757,420351.716757
4758,420353.533689,420201.145200,420353.533689,420353.533689
4759,420355.355705,420202.069862,420355.355705,420355.355705
4760,420357.182802,420202.996971,420357.182802,420357.182802
4761,420359.014978,420203.926524,420359.014978,420359.014978
4762,420360.852231,420204.858521,420360.852231,420360.852231
4763,420362.694558,420205.792957,420362.694558,420362.694558
4764,420364.541957,420206.729832,420364.541957,420364.541957
4765,420366.394426,420207.669141,420366.394426,420366.394426
4766,420368.251962,420208.610884,420368.251962,420368.251962
4767,420370.114563,420209.555058,420370.114563,420370.114563
4768,420371.982227,420210.501660,420371.982227,420371.982227
4769,420373.854950,420211.450689,420373.854950,420373.854950
4770,420375.732732,420212.402140,420375.732732,420375.732732
4771,420377.615569,420213.356013,420377.615569,420377.615569
4772,420379.503459,420214.312305,420379.503459,420379.503459
4773,420381.396400,420215.271014,420381.396400,420381.396400
4774,420383.294388,420216.232136,420383.294388,420383.294388
4775,420385.197423,420217.195670,420385.197423,420385.197423
4776,420387.105501,420218.161613,420387.105501,420387.105501
4777,420389.018619,420219.129963,420389.018619,420389.018619
4778,420390.936777,420220.100718,420390.936777,420390.936777
4779,420392.859970,420221.073874,420392.859970,420392.859970
4780,420394.788197,420222.049429,420394.788197,420394.788197
4781,420396.721455,420223.027382,420396.721455,420396.721455
4782,420398.659741,420224.007729,420398.659741,420398.659741
4783,420400.603054,420224.990468,420400.603054,420400.603054
4784,420402.551390,420225.975597,420402.551390,420402.551390
4785,420404.504748,420226.963113,420404.504748,420404.504748
4786,420406.463124,420227.953013,420406.463124,420406.463124
4787,420408.426516,420228.945296,420408.426516,420408.426516
4788,420410.394923,420229.939958,420410.394923,420410.394923
4789,420412.368340,420230.936997,420412.368340,420412.368340
4790,420414.346766,420231.936411,420414.346766,420414.346766
4791,420416.330199,420232.938196,420416.330199,420416.330199
4792,420418.318635,420233.942352,420418.318635,420418.318635
4793,420420.312072,420234.948874,420420.312072,420420.312072
4794,420422.310507,420235.957761,420422.310507,420422.310507
4795,420424.313939,420236.969010,420424.313939,420424.313939
4796,420426.322364,420237.982618,420426.322364,420426.322364
4797,420428.335780,420238.998583,420428.335780,420428.335780
4798,420430.354185,420240.016902,420430.354185,420430.354185
4799,420432.377575,420241.037573,420432.377575,420432.377575
4800,420434.405948,420242.060593,420434.405948,420434.405948
4801,420436.439302,420243.085959,420436.439302,420436.439302
4802,420438.477634,420244.113670,420438.477634,420438.477634
4803,420440.520941,420245.143721,420440.520941,420440.520941
4804,420442.569221,420246.176112,420442.569221,420442.569221
4805,420444.622472,420247.210838,420444.622472,420444.622472
4806,420446.680690,420248.247898,420446.680690,420446.680690
4807,420448.743873,420249.287289,420448.743873,420448.743873
4808,420450.812018,420250.329008,420450.812018,420450.812018
4809,420452.885123,420251.373053,420452.885123,420452.885123
4810,420454.963185,420252.419421,420454.963185,420454.963185
4811,420457.046201,420253.468109,420457.046201,420457.046201
4812,420459.134169,420254.519115,420459.134169,420459.134169
4813,420461.227086,420255.572436,420461.227086,420461.227086
4814,420463.324950,420256.628069,420463.324950,420463.324950
4815,420465.427757,420257.686012,420465.427757,420465.427757
4816,420467.535506,420258.746262,420467.535506,420467.535506
4817,420469.648193,420259.808816,420469.648193,420469.648193
4818,420471.765815,420260.873672,420471.765815,420471.765815
4819,420473.888371,420261.940826,420473.888371,420473.888371
4820,420476.015856,420263.010277,420476.015856,420476.015856
4821,420478.148270,420264.082022,420478.148270,420478.148270
4822,420480.285608,420265.156057,420480.285608,420480.285608
4823,420482.427868,420266.232380,420482.427868,420482.427868
4824,420484.575048,420267.310989,420484.575048,420484.575048
4825,420486.727144,420268.391880,420486.727144,420486.727144
4826,420488.884154,420269.475052,420488.884154,420488.884154
4827,420491.046076,420270.560500,420491.046076,420491.046076
4828,420493.212905,420271.648223,420493.212905,420493.212905
4829,420495.384641,420272.738217,420495.384641,420495.384641
4830,420497.561279,420273.830480,420497.561279,420497.561279
4831,420499.742818,420274.925009,420499.742818,420499.742818
4832,420501.929253,420276.021802,420501.929253,420501.929253
4833,420504.120584,420277.120855,420504.120584,420504.120584
4834,420506.316806,420278.222166,420506.316806,420506.316806
4835,420508.517917,420279.325731,420508.517917,420508.517917
4836,420510.723914,420280.431549,420510.723914,420510.723914
4837,420512.934794,420281.539616,420512.934794,420512.934794
4838,420515.150555,420282.649930,420515.150555,420515.150555
4839,420517.371194,420283.762487,420517.371194,420517.371194
4840,420519.596707,420284.877286,420519.596707,420519.596707
4841,420521.827093,420285.994322,420521.827093,420521.827093
4842,420524.062347,420287.113593,420524.062347,420524.062347
4843,420526.302468,420288.235097,420526.302468,420526.302468
4844,420528.547453,420289.358830,420528.547453,420528.547453
4845,420530.797298,420290.484790,420530.797298,420530.797298
4846,420533.052001,420291.612973,420533.052001,420533.052001
4847,420535.311558,420292.743378,420535.311558,420535.311558
4848,420537.575968,420293.876000,420537.575968,420537.575968
4849,420539.845227,420295.010838,420539.845227,420539.845227
4850,420542.119332,420296.147888,420542.119332,420542.119332
4851,420544.398280,420297.287147,420544.398280,420544.398280
4852,420546.682069,420298.428612,420546.682069,420546.682069
4853,420548.970695,420299.572281,420548.970695,420548.970695
4854,420551.264156,420300.718151,420551.264156,420551.264156
4855,420553.562448,420301.866218,420553.562448,420553.562448
4856,420555.865569,420303.016480,420555.865569,420555.865569
4857,420558.173516,420304.168934,420558.173516,420558.173516
4858,420560.486286,420305.323577,420560.486286,420560.486286
4859,420562.803876,420306.480406,420562.803876,420562.803876
4860,420565.126282,420307.639418,420565.126282,420565.126282
4861,420567.453503,420308.800610,420567.453503,420567.453503
4862,420569.785535,420309.963978,420569.785535,420569.785535
4863,420572.122374,420311.129521,420572.122374,420572.122374
4864,420574.464019,420312.297235,420574.464019,420574.464019
4865,420576.810466,420313.467118,420576.810466,420576.810466
4866,420579.161712,420314.639165,420579.161712,420579.161712
4867,420581.517754,420315.813375,420581.517754,420581.517754
4868,420583.878589,420316.989743,420583.878589,420583.878589
4869,420586.244214,420318.168268,420586.244214,420586.244214
4870,420588.614626,420319.348946,420588.614626,420588.614626
4871,420590.989823,420320.531774,420590.989823,420590.989823
4872,420593.369800,420321.716749,420593.369800,420593.369800
4873,420595.754555,420322.903869,420595.754555,420595.754555
4874,420598.144086,420324.093129,420598.144086,420598.144086
4875,420600.538388,420325.284527,420600.538388,420600.538388
4876,420602.937459,420326.478060,420602.937459,420602.937459
4877,420605.341296,420327.673725,420605.341296,420605.341296
4878,420607.749895,420328.871519,420607.749895,420607.749895
4879,420610.163255,420330.071439,420610.163255,420610.163255
4880,420612.581370,420331.273481,420612.581370,420612.581370
4881,420615.004240,420332.477643,420615.004240,420615.004240
4882,420617.431860,420333.683922,420617.431860,420617.431860
4883,420619.864227,420334.892314,420619.864227,420619.864227
4884,420622.301716,420336.103004,420622.301716,420622.301716
4885,420624.743569,420337.315614,420624.743569,420624.743569
4886,420627.190161,420338.530328,420627.190161,420627.190161
4887,420629.641488,420339.747143,420629.641488,420629.641488
4888,420632.097546,420340.966056,420632.097546,420632.097546
4889,420634.558333,420342.187064,420634.558333,420634.558333
4890,420637.023845,420343.410163,420637.023845,420637.023845
4891,420639.494080,420344.635351,420639.494080,420639.494080
4892,420641.969034,420345.862624,420641.969034,420641.969034
4893,420644.448704,420347.091979,420644.448704,420644.448704
4894,420646.933087,420348.323414,420646.933087,420646.933087
4895,420649.422180,420349.556924,420649.422180,420649.422180
4896,420651.915979,420350.792507,420651.915979,420651.915979
4897,420654.414481,420352.030159,420654.414481,420654.414481
4898,420656.917684,420353.269878,420656.917684,420656.917684
4899,420659.425584,420354.511660,420659.425584,420659.425584
4900,420661.938177,420355.755502,420661.938177,420661.938177
4901,420664.455462,420357.001400,420664.455462,420664.455462
4902,420666.977433,420358.249352,420666.977433,420666.977433
4903,420669.504089,420359.499355,420669.504089,420669.504089
4904,420672.035426,420360.751404,420672.035426,420672.035426
4905,420674.571440,420362.005498,420674.571440,420674.571440
4906,420677.112129,420363.261632,420677.112129,420677.112129
4907,420679.657489,420364.519804,420679.657489,420679.657489
4908,420682.207517,420365.780009,420682.207517,420682.207517
4909,420684.762210,420367.042246,420684.762210,420684.762210
4910,420687.321565,420368.306510,420687.321565,420687.321565
4911,420689.885578,420369.572799,420689.885578,420689.885578
4912,420692.454245,420370.841109,420692.454245,420692.454245
4913,420695.027565,420372.111437,420695.027565,420695.027565
4914,420697.605533,420373.383780,420697.605533,420697.605533
4915,420700.188146,420374.658133,420700.188146,420700.188146
4916,420702.775401,420375.934495,420702.775401,420702.775401
4917,420705.367294,420377.212862,420705.367294,420705.367294
4918,420707.963823,420378.493230,420707.963823,420707.963823
4919,420710.564983,420379.775596,420710.564983,420710.564983
4920,420713.170773,420381.059957,420713.170773,420713.170773
4921,420715.781187,420382.346310,420715.781187,420715.781187
4922,420718.396224,420383.634651,420718.396224,420718.396224
4923,420721.015879,420384.924976,420721.015879,420721.015879
4924,420723.640150,420386.217283,420723.640150,420723.640150
4925,420726.269032,420387.511569,420726.269032,420726.269032
4926,420728.902523,420388.807829,420728.902523,420728.902523
4927,420731.540620,420390.106060,420731.540620,420731.540620
4928,420734.183318,420391.406260,420734.183318,420734.183318
4929,420736.830615,420392.708425,420736.830615,420736.830615
4930,420739.482507,420394.012551,420739.482507,420739.482507
4931,420742.138991,420395.318634,420742.138991,420742.138991
4932,420744.800063,420396.626673,420744.800063,420744.800063
4933,420747.465720,420397.936663,420747.465720,420747.465720
4934,420750.135959,420399.248600,420750.135959,420750.135959
4935,420752.810776,420400.562482,420752.810776,420752.810776
4936,420755.490167,420401.878306,420755.490167,420755.490167
4937,420758.174130,420403.196066,420758.174130,420758.174130
4938,420760.862662,420404.515761,420760.862662,420760.862662
4939,420763.555757,420405.837387,420763.555757,420763.555757
4940,420766.253414,420407.160940,420766.253414,420766.253414
4941,420768.955628,420408.486417,420768.955628,420768.955628
4942,420771.662397,420409.813815,420771.662397,420771.662397
4943,420774.373716,420411.143129,420774.373716,420774.373716
4944,420777.089583,420412.474358,420777.089583,420777.089583
4945,420779.809994,420413.807496,420779.809994,420779.809994
4946,420782.534945,420415.142541,420782.534945,420782.534945
4947,420785.264433,420416.479489,420785.264433,420785.264433
4948,420787.998454,420417.818337,420787.998454,420787.998454
4949,420790.737005,420419.159081,420790.737005,420790.737005
4950,420793.480083,420420.501718,420793.480083,420793.480083
4951,420796.227684,420421.846244,420796.227684,420796.227684
4952,420798.979804,420423.192656,420798.979804,420798.979804
4953,420801.736440,420424.540950,420801.736440,420801.736440
4954,420804.497589,420425.891123,420804.497589,420804.497589
4955,420807.263246,420427.243171,420807.263246,420807.263246
4956,420810.033409,420428.597091,420810.033409,420810.033409
4957,420812.808074,420429.952879,420812.808074,420812.808074
4958,420815.587237,420431.310531,420815.587237,420815.587237
4959,420818.370895,420432.670045,420818.370895,420818.370895
4960,420821.159044,420434.031417,420821.159044,420821.159044
4961,420823.951681,420435.394642,420823.951681,420823.951681
4962,420826.748802,420436.759718,420826.748802,420826.748802
4963,420829.550404,420438.126641,420829.550404,420829.550404
4964,420832.356483,420439.495407,420832.356483,420832.356483
4965,420835.167035,420440.866013,420835.167035,420835.167035
4966,420837.982057,420442.238455,420837.982057,420837.982057
4967,420840.801545,420443.612729,420840.801545,420840.801545
4968,420843.625496,420444.988833,420843.625496,420843.625496
4969,420846.453906,420446.366762,420846.453906,420846.453906
4970,420849.286771,420447.746513,420849.286771,420849.286771
4971,420852.124088,420449.128082,420852.124088,420852.124088
4972,420854.965854,420450.511466,420854.965854,420854.965854
4973,420857.812064,420451.896660,420857.812064,420857.812064
4974,420860.662715,420453.283662,420860.662715,420860.662715
4975,420863.517804,420454.672468,420863.517804,420863.517804
4976,420866.377326,420456.063074,420866.377326,420866.377326
4977,420869.241278,420457.455476,420869.241278,420869.241278
4978,420872.109657,420458.849671,420872.109657,420872.109657
4979,420874.982458,420460.245656,420874.982458,420874.982458
4980,420877.859679,420461.643426,420877.859679,420877.859679
4981,420880.741315,420463.042977,420880.741315,420880.741315
4982,420883.627363,420464.444307,420883.627363,420883.627363
4983,420886.517819,420465.847411,420886.517819,420886.517819
4984,420889.412679,420467.252286,420889.412679,420889.412679
4985,420892.311940,420468.658928,420892.311940,420892.311940
4986,420895.215599,420470.067334,420895.215599,420895.215599
4987,420898.123650,420471.477499,420898.123650,420898.123650
4988,420901.036091,420472.889421,420901.036091,420901.036091
4989,420903.952918,420474.303095,420903.952918,420903.952918
4990,420906.874127,420475.718517,420906.874127,420906.874127
4991,420909.799715,420477.135684,420909.799715,420909.799715
4992,420912.729678,420478.554593,420912.729678,420912.729678
4993,420915.664011,420479.975239,420915.664011,420915.664011
4994,420918.602712,420481.397618,420918.602712,420918.602712
4995,420921.545776,420482.821728,420921.545776,420921.545776
4996,420924.493200,420484.247563,420924.493200,420924.493200
4997,420927.444980,420485.675122,420927.444980,420927.444980
4998,420930.401113,420487.104399,420930.401113,420930.401113
4999,420933.361594,420488.535390,420933.361594,420933.361594
5000,420936.326419,420489.968094,420936.326419,420936.326419
5001,420939.295586,420491.402504,420939.295586,420939.295586
5002,420942.269090,420492.838618,420942.269090,420942.269090
5003,420945.246927,420494.276432,420945.246927,420945.246927
5004,420948.229094,420495.715942,420948.229094,420948.229094
5005,420951.215586,420497.157144,420951.215586,420951.215586
5006,420954.206401,420498.600035,420954.206401,420954.206401
5007,420957.201534,420500.044610,420957.201534,420957.201534
5008,420960.200981,420501.490866,420960.200981,420960.200981
5009,420963.204738,420502.938800,420963.204738,420963.204738
5010,420966.212802,420504.388406,420966.212802,420966.212802
5011,420969.225170,420505.839682,420969.225170,420969.225170
5012,420972.241836,420507.292623,420972.241836,420972.241836
5013,420975.262797,420508.747226,420975.262797,420975.262797
5014,420978.288050,420510.203487,420978.288050,420978.288050
5015,420981.317590,420511.661401,420981.317590,420981.317590
5016,420984.351414,420513.120966,420984.351414,420984.351414
5017,420987.389518,420514.582177,420987.389518,420987.389518
5018,420990.431897,420516.045031,420990.431897,420990.431897
5019,420993.478549,420517.509523,420993.478549,420993.478549
5020,420996.529469,420518.975650,420996.529469,420996.529469
5021,420999.584653,420520.443407,420999.584653,420999.584653
5022,421002.644097,420521.912792,421002.644097,421002.644097
5023,421005.707798,420523.383799,421005.707798,421005.707798
5024,421008.775751,420524.856425,421008.775751,421008.775751
