Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
1336,428427.230987,420250.872530,428427.230987,428427.230987
1337,428428.809624,420245.898462,428428.809624,428428.809624
1338,428430.383086,420240.916605,428430.383086,428430.383086
1339,428431.951373,420235.926957,428431.951373,428431.951373
1340,428433.514482,420230.929515,428433.514482,428433.514482
1341,428435.072411,420225.924279,428435.072411,428435.072411
1342,428436.625159,420220.911245,428436.625159,428436.625159
1343,428438.172722,420215.890412,428438.172722,428438.172722
1344,428439.715100,420210.861779,428439.715100,428439.715100
1345,428441.252291,420205.825342,428441.252291,428441.252291
1346,428442.784291,420200.781100,428442.784291,428442.784291
1347,428444.311100,420195.729052,428444.311100,428444.311100
1348,428445.832716,420190.669195,428445.832716,428445.832716
1349,428447.349136,420185.601528,428447.349136,428447.349136
1350,428448.860359,420180.526047,428448.860359,428448.860359
1351,428450.366383,420175.442753,428450.366383,428450.366383
1352,428451.867205,420170.351642,428451.867205,428451.867205
1353,428453.362825,420165.252713,428453.362825,428453.362825
1354,428454.853239,420160.145963,428454.853239,428454.853239
1355,428456.338447,420155.031392,428456.338447,428456.338447
1356,428457.818446,420149.908997,428457.818446,428457.818446
1357,428459.293234,420144.778776,428459.293234,428459.293234
1358,428460.762810,420139.640728,428460.762810,428460.762810
1359,428462.227172,420134.494850,428462.227172,428462.227172
1360,428463.686317,420129.341141,428463.686317,428463.686317
1361,428465.140245,420124.179599,428465.140245,428465.140245
1362,428466.588953,420119.010222,428466.588953,428466.588953
1363,428468.032439,420113.833008,428468.032439,428468.032439
1364,428469.470701,420108.647956,428469.470701,428469.470701
1365,428470.903738,420103.455063,428470.903738,428470.903738
1366,428472.331548,420098.254328,428472.331548,428472.331548
1367,428473.754129,420093.045750,428473.754129,428473.754129
1368,428475.171480,420087.829325,428475.171480,428475.171480
1369,428476.583598,420082.605053,428476.583598,428476.583598
1370,428477.990481,420077.372932,428477.990481,428477.990481
1371,428479.392129,420072.132959,428479.392129,428479.392129
1372,428480.788538,420066.885134,428480.788538,428480.788538
1373,428482.179708,420061.629454,428482.179708,428482.179708
1374,428483.565636,420056.365918,428483.565636,428483.565636
1375,428484.946322,420051.094523,428484.946322,428484.946322
1376,428486.321762,420045.815269,428486.321762,428486.321762
1377,428487.691956,420040.528153,428487.691956,428487.691956
1378,428489.056901,420035.233175,428489.056901,428489.056901
1379,428490.416596,420029.930331,428490.416596,428490.416596
1380,428491.771040,420024.619620,428491.771040,428491.771040
1381,428493.120230,420019.301041,428493.120230,428493.120230
1382,428494.464164,420013.974592,428494.464164,428494.464164
1383,428495.802842,420008.640271,428495.802842,428495.802842
1384,428497.136261,420003.298076,428497.136261,428497.136261
1385,428498.464419,419997.948007,428498.464419,428498.464419
1386,428499.787316,419992.590060,428499.787316,428499.787316
1387,428501.104949,419987.224235,428501.104949,428501.104949
1388,428502.417317,419981.850530,428502.417317,428502.417317
1389,428503.724417,419976.468944,428503.724417,428503.724417
1390,428505.026249,419971.079473,428505.026249,428505.026249
1391,428506.322811,419965.682118,428506.322811,428506.322811
1392,428507.614100,419960.276876,428507.614100,428507.614100
1393,428508.900116,419954.863746,428508.900116,428508.900116
1394,428510.180857,419949.442725,428510.180857,428510.180857
1395,428511.456321,419944.013814,428511.456321,428511.456321
1396,428512.726506,419938.577009,428512.726506,428512.726506
1397,428513.991412,419933.132309,428513.991412,428513.991412
1398,428515.251035,419927.679713,428515.251035,428515.251035
1399,428516.505376,419922.219219,428516.505376,428516.505376
1400,428517.754431,419916.750826,428517.754431,428517.754431
1401,428518.998201,419911.274531,428518.998201,428518.998201
1402,428520.236682,419905.790334,428520.236682,428520.236682
1403,428521.469873,419900.298233,428521.469873,428521.469873
1404,428522.697774,419894.798226,428522.697774,428522.697774
1405,428523.920381,419889.290312,428523.920381,428523.920381
1406,428525.137695,419883.774488,428525.137695,428525.137695
1407,428526.349713,419878.250755,428526.349713,428526.349713
1408,428527.556433,419872.719110,428527.556433,428527.556433
1409,428528.757855,419867.179551,428528.757855,428528.757855
1410,428529.953976,419861.632077,428529.953976,428529.953976
1411,428531.144795,419856.076688,428531.144795,428531.144795
1412,428532.330311,419850.513380,428532.330311,428532.330311
1413,428533.510522,419844.942152,428533.510522,428533.510522
1414,428534.685427,419839.363004,428534.685427,428534.685427
1415,428535.855024,419833.775934,428535.855024,428535.855024
1416,428537.019312,419828.180940,428537.019312,428537.019312
1417,428538.178288,419822.578020,428538.178288,428538.178288
1418,428539.331953,419816.967174,428539.331953,428539.331953
1419,428540.480303,419811.348400,428540.480303,428540.480303
1420,428541.623339,419805.721696,428541.623339,428541.623339
1421,428542.761058,419800.087061,428542.761058,428542.761058
1422,428543.893458,419794.444493,428543.893458,428543.893458
1423,428545.020540,419788.793992,428545.020540,428545.020540
1424,428546.142300,419783.135555,428546.142300,428546.142300
1425,428547.258738,419777.469182,428547.258738,428547.258738
1426,428548.369852,419771.794870,428548.369852,428548.369852
1427,428549.475641,419766.112619,428549.475641,428549.475641
1428,428550.576104,419760.422427,428550.576104,428550.576104
1429,428551.671238,419754.724293,428551.671238,428551.671238
1430,428552.761043,419749.018215,428552.761043,428552.761043
1431,428553.845517,419743.304192,428553.845517,428553.845517
1432,428554.924660,419737.582223,428554.924660,428554.924660
1433,428555.998468,419731.852305,428555.998468,428555.998468
1434,428557.066942,419726.114439,428557.066942,428557.066942
1435,428558.130080,419720.368623,428558.130080,428558.130080
1436,428559.187880,419714.614854,428559.187880,428559.187880
1437,428560.240342,419708.853133,428560.240342,428560.240342
1438,428561.287463,419703.083457,428561.287463,428561.287463
1439,428562.329242,419697.305825,428562.329242,428562.329242
1440,428563.365679,419691.520236,428563.365679,428563.365679
1441,428564.396772,419685.726689,428564.396772,428564.396772
1442,428565.422519,419679.925183,428565.422519,428565.422519
1443,428566.442919,419674.115715,428566.442919,428566.442919
1444,428567.457972,419668.298285,428567.457972,428567.457972
1445,428568.467675,419662.472892,428568.467675,428568.467675
1446,428569.472027,419656.639534,428569.472027,428569.472027
1447,428570.471028,419650.798210,428570.471028,428570.471028
1448,428571.464675,419644.948918,428571.464675,428571.464675
1449,428572.452968,419639.091659,428572.452968,428572.452968
1450,428573.435905,419633.226429,428573.435905,428573.435905
1451,428574.413486,419627.353228,428574.413486,428574.413486
1452,428575.385708,419621.472056,428575.385708,428575.385708
1453,428576.352571,419615.582909,428576.352571,428576.352571
1454,428577.314073,419609.685789,428577.314073,428577.314073
1455,428578.270213,419603.780692,428578.270213,428578.270213
1456,428579.220991,419597.867618,428579.220991,428579.220991
1457,428580.166404,419591.946566,428580.166404,428580.166404
1458,428581.106452,419586.017535,428581.106452,428581.106452
1459,428582.041133,419580.080523,428582.041133,428582.041133
1460,428582.970446,419574.135529,428582.970446,428582.970446
1461,428583.894391,419568.182552,428583.894391,428583.894391
1462,428584.812965,419562.221592,428584.812965,428584.812965
1463,428585.726168,419556.252646,428585.726168,428585.726168
1464,428586.633999,419550.275713,428586.633999,428586.633999
1465,428587.536456,419544.290793,428587.536456,428587.536456
1466,428588.433538,419538.297885,428588.433538,428588.433538
1467,428589.325244,419532.296986,428589.325244,428589.325244
1468,428590.211573,419526.288097,428590.211573,428590.211573
1469,428591.092525,419520.271215,428591.092525,428591.092525
1470,428591.968097,419514.246341,428591.968097,428591.968097
1471,428592.838288,419508.213472,428592.838288,428592.838288
1472,428593.703098,419502.172608,428593.703098,428593.703098
1473,428594.562526,419496.123748,428594.562526,428594.562526
1474,428595.416570,419490.066890,428595.416570,428595.416570
1475,428596.265229,419484.002034,428596.265229,428596.265229
1476,428597.108502,419477.929178,428597.108502,428597.108502
1477,428597.946389,419471.848321,428597.946389,428597.946389
1478,428598.778887,419465.759463,428598.778887,428598.778887
1479,428599.605997,419459.662601,428599.605997,428599.605997
1480,428600.427717,419453.557737,428600.427717,428600.427717
1481,428601.244045,419447.444867,428601.244045,428601.244045
1482,428602.054982,419441.323991,428602.054982,428602.054982
1483,428602.860525,419435.195109,428602.860525,428602.860525
1484,428603.660674,419429.058218,428603.660674,428603.660674
1485,428604.455428,419422.913319,428604.455428,428604.455428
1486,428605.244786,419416.760410,428605.244786,428605.244786
1487,428606.028747,419410.599490,428606.028747,428606.028747
1488,428606.807309,419404.430559,428606.807309,428606.807309
1489,428607.580473,419398.253614,428607.580473,428607.580473
1490,428608.348236,419392.068656,428608.348236,428608.348236
1491,428609.110598,419385.875683,428609.110598,428609.110598
1492,428609.867559,419379.674694,428609.867559,428609.867559
1493,428610.619116,419373.465689,428610.619116,428610.619116
1494,428611.365269,419367.248666,428611.365269,428611.365269
1495,428612.106017,419361.023624,428612.106017,428612.106017
1496,428612.841360,419354.790563,428612.841360,428612.841360
1497,428613.571296,419348.549482,428613.571296,428613.571296
1498,428614.295824,419342.300379,428614.295824,428614.295824
1499,428615.014943,419336.043255,428615.014943,428615.014943
1500,428615.728653,419329.778107,428615.728653,428615.728653
1501,428616.436952,419323.504935,428616.436952,428616.436952
1502,428617.139841,419317.223738,428617.139841,428617.139841
1503,428617.837317,419310.934516,428617.837317,428617.837317
1504,428618.529379,419304.637267,428618.529379,428618.529379
1505,428619.216028,419298.331990,428619.216028,428619.216028
1506,428619.897262,419292.018685,428619.897262,428619.897262
1507,428620.573081,419285.697351,428620.573081,428620.573081
1508,428621.243482,419279.367987,428621.243482,428621.243482
1509,428621.908467,419273.030592,428621.908467,428621.908467
1510,428622.568033,419266.685166,428622.568033,428622.568033
1511,428623.222180,419260.331707,428623.222180,428623.222180
1512,428623.870907,419253.970214,428623.870907,428623.870907
1513,428624.514213,419247.600687,428624.514213,428624.514213
1514,428625.152098,419241.223126,428625.152098,428625.152098
1515,428625.784561,419234.837528,428625.784561,428625.784561
1516,428626.411600,419228.443894,428626.411600,428626.411600
1517,428627.033216,419222.042223,428627.033216,428627.033216
1518,428627.649406,419215.632514,428627.649406,428627.649406
1519,428628.260172,419209.214766,428628.260172,428628.260172
1520,428628.865510,419202.788978,428628.865510,428628.865510
1521,428629.465422,419196.355149,428629.465422,428629.465422
1522,428630.059906,419189.913280,428630.059906,428630.059906
1523,428630.648962,419183.463369,428630.648962,428630.648962
1524,428631.232588,419177.005415,428631.232588,428631.232588
1525,428631.810784,419170.539417,428631.810784,428631.810784
1526,428632.383549,419164.065376,428632.383549,428632.383549
1527,428632.950883,419157.583290,428632.950883,428632.950883
1528,428633.512785,419151.093158,428633.512785,428633.512785
1529,428634.069254,419144.594980,428634.069254,428634.069254
1530,428634.620289,419138.088756,428634.620289,428634.620289
1531,428635.165889,419131.574483,428635.165889,428635.165889
1532,428635.706055,419125.052163,428635.706055,428635.706055
1533,428636.240785,419118.521793,428636.240785,428636.240785
1534,428636.770079,419111.983374,428636.770079,428636.770079
1535,428637.293935,419105.436905,428637.293935,428637.293935
1536,428637.812354,419098.882384,428637.812354,428637.812354
1537,428638.325335,419092.319813,428638.325335,428638.325335
1538,428638.832876,419085.749188,428638.832876,428638.832876
1539,428639.334978,419079.170512,428639.334978,428639.334978
1540,428639.831639,419072.583781,428639.831639,428639.831639
1541,428640.322860,419065.988997,428640.322860,428640.322860
1542,428640.808639,419059.386158,428640.808639,428640.808639
1543,428641.288976,419052.775263,428641.288976,428641.288976
1544,428641.763870,419046.156313,428641.763870,428641.763870
1545,428642.233321,419039.529306,428642.233321,428642.233321
1546,428642.697327,419032.894243,428642.697327,428642.697327
1547,428643.155890,419026.251121,428643.155890,428643.155890
1548,428643.609007,419019.599941,428643.609007,428643.609007
1549,428644.056678,419012.940703,428644.056678,428644.056678
1550,428644.498903,419006.273405,428644.498903,428644.498903
1551,428644.935681,418999.598047,428644.935681,428644.935681
1552,428645.367012,418992.914629,428645.367012,428645.367012
1553,428645.792895,418986.223150,428645.792895,428645.792895
1554,428646.213330,418979.523610,428646.213330,428646.213330
1555,428646.628315,418972.816007,428646.628315,428646.628315
1556,428647.037851,418966.100342,428647.037851,428647.037851
1557,428647.441937,418959.376614,428647.441937,428647.441937
1558,428647.840572,418952.644822,428647.840572,428647.840572
1559,428648.233757,418945.904967,428648.233757,428648.233757
1560,428648.621489,418939.157046,428648.621489,428648.621489
1561,428649.003770,418932.401061,428649.003770,428649.003770
1562,428649.380598,418925.637010,428649.380598,428649.380598
1563,428649.751973,418918.864894,428649.751973,428649.751973
1564,428650.117895,418912.084711,428650.117895,428650.117895
1565,428650.478363,418905.296461,428650.478363,428650.478363
1566,428650.833376,418898.500144,428650.833376,428650.833376
1567,428651.182934,418891.695759,428651.182934,428651.182934
1568,428651.527037,418884.883305,428651.527037,428651.527037
1569,428651.865685,418878.062784,428651.865685,428651.865685
1570,428652.198876,418871.234193,428652.198876,428652.198876
1571,428652.526611,418864.397533,428652.526611,428652.526611
1572,428652.848889,418857.552803,428652.848888,428652.848889
1573,428653.165709,418850.700002,428653.165709,428653.165709
1574,428653.477071,418843.839132,428653.477071,428653.477071
1575,428653.782976,418836.970190,428653.782976,428653.782976
1576,428654.083421,418830.093176,428654.083421,428654.083421
1577,428654.378408,418823.208091,428654.378408,428654.378408
1578,428654.667935,418816.314934,428654.667935,428654.667935
1579,428654.952003,418809.413704,428654.952003,428654.952003
1580,428655.230611,418802.504402,428655.230611,428655.230611
1581,428655.503758,418795.587026,428655.503758,428655.503758
1582,428655.771445,418788.661577,428655.771445,428655.771445
1583,428656.033670,418781.728054,428656.033670,428656.033670
1584,428656.290434,418774.786456,428656.290434,428656.290434
1585,428656.541736,418767.836785,428656.541736,428656.541736
1586,428656.787576,418760.879038,428656.787576,428656.787576
1587,428657.027954,418753.913217,428657.027954,428657.027954
1588,428657.262869,418746.939320,428657.262869,428657.262869
1589,428657.492321,418739.957347,428657.492321,428657.492321
1590,428657.716310,418732.967298,428657.716310,428657.716310
1591,428657.934835,418725.969174,428657.934835,428657.934835
1592,428658.147897,418718.962972,428658.147897,428658.147897
1593,428658.355494,418711.948694,428658.355494,428658.355494
1594,428658.557627,418704.926339,428658.557627,428658.557627
1595,428658.754295,418697.895907,428658.754295,428658.754295
1596,428658.945499,418690.857397,428658.945499,428658.945499
1597,428659.131237,418683.810809,428659.131237,428659.131237
1598,428659.311510,418676.756144,428659.311510,428659.311510
1599,428659.486317,418669.693400,428659.486317,428659.486317
1600,428659.655659,418662.622578,428659.655659,428659.655659
1601,428659.819534,418655.543677,428659.819534,428659.819534
1602,428659.977944,418648.456698,428659.977944,428659.977944
1603,428660.130887,418641.361639,428660.130887,428660.130887
1604,428660.278363,418634.258501,428660.278363,428660.278363
1605,428660.420373,418627.147284,428660.420373,428660.420373
1606,428660.556915,418620.027988,428660.556915,428660.556915
1607,428660.687990,418612.900612,428660.687990,428660.687990
1608,428660.813599,418605.765156,428660.813599,428660.813599
1609,428660.933739,418598.621620,428660.933739,428660.933739
1610,428661.048412,418591.470004,428661.048412,428661.048412
1611,428661.157617,418584.310307,428661.157617,428661.157617
1612,428661.261355,418577.142530,428661.261355,428661.261355
1613,428661.359624,418569.966673,428661.359624,428661.359624
1614,428661.452425,418562.782735,428661.452425,428661.452425
1615,428661.539758,418555.590716,428661.539758,428661.539758
1616,428661.621622,418548.390617,428661.621622,428661.621622
1617,428661.698018,418541.182436,428661.698018,428661.698018
1618,428661.768945,418533.966175,428661.768945,428661.768945
1619,428661.834404,418526.741832,428661.834404,428661.834404
1620,428661.894393,418519.509409,428661.894393,428661.894393
1621,428661.948914,418512.268904,428661.948914,428661.948914
1622,428661.997966,418505.020317,428661.997966,428661.997966
1623,428662.041549,418497.763650,428662.041549,428662.041549
1624,428662.079664,418490.498900,428662.079664,428662.079664
1625,428662.112308,418483.226070,428662.112308,428662.112308
1626,428662.139484,418475.945158,428662.139484,428662.139484
1627,428662.161191,418468.656164,428662.161191,428662.161191
1628,428662.177428,418461.359089,428662.177428,428662.177428
1629,428662.188197,418454.053933,428662.188197,428662.188197
1630,428662.193496,418446.740695,428662.193496,428662.193496
1631,428662.193326,418439.419375,428662.193326,428662.193326
1632,428662.187686,418432.089974,428662.187686,428662.187686
1633,428662.176578,418424.752491,428662.176578,428662.176578
1634,428662.160000,418417.406927,428662.160000,428662.160000
1635,428662.137953,418410.053281,428662.137953,428662.137953
1636,428662.110437,418402.691554,428662.110437,428662.110437
1637,428662.077451,418395.321746,428662.077451,428662.077451
1638,428662.038997,418387.943856,428662.038997,428662.038997
1639,428661.995074,418380.557885,428661.995074,428661.995074
1640,428661.945681,418373.163833,428661.945681,428661.945681
1641,428661.890820,418365.761699,428661.890820,428661.890820
1642,428661.830490,418358.351485,428661.830490,428661.830490
1643,428661.764691,418350.933190,428661.764691,428661.764691
1644,428661.693424,418343.506813,428661.693424,428661.693424
1645,428661.616688,418336.072356,428661.616688,428661.616688
1646,428661.534483,418328.629818,428661.534483,428661.534483
1647,428661.446810,418321.179200,428661.446810,428661.446810
1648,428661.353669,418313.720501,428661.353669,428661.353669
1649,428661.255059,418306.253722,428661.255059,428661.255059
1650,428661.150982,418298.778863,428661.150982,428661.150982
1651,428661.041436,418291.295924,428661.041436,428661.041436
1652,428660.926423,418283.804904,428660.926423,428660.926423
1653,428660.805942,418276.305806,428660.805942,428660.805942
1654,428660.679994,418268.798627,428660.679994,428660.679994
1655,428660.548578,418261.283369,428660.548578,428660.548578
1656,428660.411696,418253.760032,428660.411696,428660.411696
1657,428660.269346,418246.228616,428660.269346,428660.269346
1658,428660.121530,418238.689120,428660.121530,428660.121530
1659,428659.968246,418231.141547,428659.968246,428659.968246
1660,428659.809497,418223.585894,428659.809497,428659.809497
1661,428659.645281,418216.022164,428659.645281,428659.645281
1662,428659.475600,418208.450355,428659.475600,428659.475600
1663,428659.300452,418200.870469,428659.300452,428659.300452
1664,428659.119839,418193.282505,428659.119839,428659.119839
1665,428658.933761,418185.686463,428658.933761,428658.933761
1666,428658.742217,418178.082345,428658.742217,428658.742217
1667,428658.545209,418170.470149,428658.545209,428658.545209
1668,428658.342736,418162.849877,428658.342736,428658.342736
1669,428658.134799,418155.221529,428658.134799,428658.134799
1670,428657.921397,418147.585105,428657.921397,428657.921397
1671,428657.702532,418139.940604,428657.702532,428657.702532
1672,428657.478203,418132.288029,428657.478203,428657.478203
1673,428657.248411,418124.627378,428657.248411,428657.248411
1674,428657.013156,418116.958652,428657.013156,428657.013156
1675,428656.772439,418109.281852,428656.772439,428656.772439
1676,428656.526259,418101.596977,428656.526259,428656.526259
1677,428656.274617,418093.904028,428656.274617,428656.274617
1678,428656.017513,418086.203006,428656.017513,428656.017513
1679,428655.754948,418078.493910,428655.754948,428655.754948
1680,428655.486921,418070.776741,428655.486921,428655.486921
1681,428655.213434,418063.051500,428655.213434,428655.213434
1682,428654.934487,418055.318187,428654.934487,428654.934487
1683,428654.650079,418047.576801,428654.650079,428654.650079
1684,428654.360212,418039.827344,428654.360212,428654.360212
1685,428654.064886,418032.069816,428654.064886,428654.064886
1686,428653.764100,418024.304217,428653.764100,428653.764100
1687,428653.457856,418016.530547,428653.457856,428653.457856
1688,428653.146154,418008.748808,428653.146154,428653.146154
1689,428652.828994,418000.958999,428652.828994,428652.828994
1690,428652.506377,417993.161121,428652.506377,428652.506377
1691,428652.178303,417985.355174,428652.178303,428652.178303
1692,428651.844772,417977.541158,428651.844772,428651.844772
1693,428651.505785,417969.719075,428651.505785,428651.505785
1694,428651.161343,417961.888924,428651.161343,428651.161343
1695,428650.811445,417954.050706,428650.811445,428650.811445
1696,428650.456092,417946.204422,428650.456092,428650.456092
1697,428650.095285,417938.350071,428650.095285,428650.095285
1698,428649.729024,417930.487655,428649.729024,428649.729024
1699,428649.357310,417922.617174,428649.357310,428649.357310
1700,428648.980142,417914.738627,428648.980142,428648.980142
1701,428648.597522,417906.852017,428648.597522,428648.597522
1702,428648.209450,417898.957343,428648.209450,428648.209450
1703,428647.815927,417891.054605,428647.815927,428647.815927
1704,428647.416952,417883.143805,428647.416952,428647.416952
1705,428647.012527,417875.224943,428647.012527,428647.012527
1706,428646.602652,417867.298019,428646.602652,428646.602652
1707,428646.187328,417859.363033,428646.187328,428646.187328
1708,428645.766554,417851.419987,428645.766554,428645.766554
1709,428645.340332,417843.468881,428645.340332,428645.340332
1710,428644.908663,417835.509716,428644.908663,428644.908663
1711,428644.471545,417827.542491,428644.471545,428644.471545
1712,428644.028981,417819.567208,428644.028981,428644.028981
1713,428643.580971,417811.583867,428643.580971,428643.580971
1714,428643.127515,417803.592469,428643.127515,428643.127515
1715,428642.668614,417795.593014,428642.668614,428642.668614
1716,428642.204269,417787.585503,428642.204269,428642.204269
1717,428641.734479,417779.569936,428641.734479,428641.734479
1718,428641.259246,417771.546314,428641.259246,428641.259246
1719,428640.778571,417763.514638,428640.778571,428640.778571
1720,428640.292453,417755.474909,428640.292453,428640.292453
1721,428639.800894,417747.427126,428639.800894,428639.800894
1722,428639.303894,417739.371290,428639.303894,428639.303894
1723,428638.801454,417731.307403,428638.801454,428638.801454
1724,428638.293574,417723.235465,428638.293574,428638.293574
1725,428637.780255,417715.155476,428637.780255,428637.780255
1726,428637.261498,417707.067438,428637.261498,428637.261498
1727,428636.737303,417698.971350,428636.737303,428636.737303
1728,428636.207671,417690.867213,428636.207671,428636.207671
1729,428635.672603,417682.755029,428635.672603,428635.672603
1730,428635.132099,417674.634797,428635.132099,428635.132099
1731,428634.586160,417666.506519,428634.586160,428634.586160
1732,428634.034787,417658.370195,428634.034787,428634.034787
1733,428633.477980,417650.225827,428633.477980,428633.477980
1734,428632.915740,417642.073413,428632.915740,428632.915740
1735,428632.348068,417633.912956,428632.348068,428632.348068
1736,428631.774965,417625.744457,428631.774965,428631.774965
1737,428631.196431,417617.567914,428631.196431,428631.196431
1738,428630.612467,417609.383331,428630.612467,428630.612467
1739,428630.023074,417601.190707,428630.023074,428630.023074
1740,428629.428252,417592.990042,428629.428252,428629.428252
1741,428628.828002,417584.781339,428628.828002,428628.828002
1742,428628.222326,417576.564597,428628.222326,428628.222326
1743,428627.611223,417568.339818,428627.611223,428627.611223
1744,428626.994695,417560.107001,428626.994695,428626.994695
1745,428626.372742,417551.866149,428626.372742,428626.372742
1746,428625.745365,417543.617261,428625.745365,428625.745365
1747,428625.112565,417535.360339,428625.112565,428625.112565
1748,428624.474343,417527.095383,428624.474343,428624.474343
1749,428623.830699,417518.822394,428623.830699,428623.830699
1750,428623.181635,417510.541373,428623.181635,428623.181635
1751,428622.527150,417502.252321,428622.527150,428622.527150
1752,428621.867247,417493.955238,428621.867247,428621.867247
1753,428621.201926,417485.650126,428621.201926,428621.201926
1754,428620.531187,417477.336985,428620.531187,428620.531187
1755,428619.855032,417469.015817,428619.855032,428619.855032
1756,428619.173461,417460.686621,428619.173461,428619.173461
1757,428618.486475,417452.349399,428618.486475,428618.486475
1758,428617.794075,417444.004152,428617.794075,428617.794075
1759,428617.096262,417435.650881,428617.096262,428617.096262
1760,428616.393037,417427.289586,428616.393037,428616.393037
1761,428615.684401,417418.920269,428615.684401,428615.684401
1762,428614.970355,417410.542930,428614.970355,428614.970355
1763,428614.250899,417402.157570,428614.250899,428614.250899
1764,428613.526034,417393.764191,428613.526034,428613.526034
1765,428612.795762,417385.362792,428612.795762,428612.795762
1766,428612.060083,417376.953375,428612.060083,428612.060083
1767,428611.318999,417368.535942,428611.318999,428611.318999
1768,428610.572509,417360.110492,428610.572509,428610.572509
1769,428609.820616,417351.677027,428609.820616,428609.820616
1770,428609.063319,417343.235548,428609.063319,428609.063319
1771,428608.300621,417334.786056,428608.300621,428608.300621
1772,428607.532522,417326.328552,428607.532522,428607.532522
1773,428606.759022,417317.863036,428606.759022,428606.759022
1774,428605.980124,417309.389510,428605.980124,428605.980124
1775,428605.195827,417300.907975,428605.195827,428605.195827
1776,428604.406133,417292.418431,428604.406133,428604.406133
1777,428603.611044,417283.920880,428603.611044,428603.611044
1778,428602.810559,417275.415323,428602.810559,428602.810559
1779,428602.004680,417266.901760,428602.004680,428602.004680
1780,428601.193408,417258.380194,428601.193408,428601.193408
1781,428600.376744,417249.850624,428600.376744,428600.376744
1782,428599.554689,417241.313052,428599.554689,428599.554689
1783,428598.727244,417232.767478,428598.727244,428598.727244
1784,428597.894410,417224.213905,428597.894410,428597.894410
1785,428597.056188,417215.652333,428597.056188,428597.056188
1786,428596.212579,417207.082763,428596.212579,428596.212579
1787,428595.363585,417198.505196,428595.363585,428595.363585
1788,428594.509206,417189.919633,428594.509206,428594.509206
1789,428593.649444,417181.326075,428593.649444,428593.649444
1790,428592.784299,417172.724524,428592.784299,428592.784299
1791,428591.913772,417164.114980,428591.913772,428591.913772
1792,428591.037866,417155.497445,428591.037866,428591.037866
1793,428590.156580,417146.871920,428590.156580,428590.156580
1794,428589.269916,417138.238406,428589.269916,428589.269916
1795,428588.377875,417129.596903,428588.377875,428588.377875
1796,428587.480458,417120.947414,428587.480458,428587.480458
1797,428586.577667,417112.289939,428586.577667,428586.577667
1798,428585.669502,417103.624479,428585.669502,428585.669502
1799,428584.755965,417094.951036,428584.755965,428584.755965
1800,428583.837057,417086.269610,428583.837057,428583.837057
1801,428582.912778,417077.580204,428582.912778,428582.912778
1802,428581.983131,417068.882817,428581.983131,428581.983131
1803,428581.048115,417060.177452,428581.048115,428581.048115
1804,428580.107734,417051.464109,428580.107734,428580.107734
1805,428579.161987,417042.742790,428579.161987,428579.161987
1806,428578.210875,417034.013496,428578.210875,428578.210875
1807,428577.254401,417025.276228,428577.254401,428577.254401
1808,428576.292565,417016.530987,428576.292565,428576.292565
1809,428575.325369,417007.777774,428575.325369,428575.325369
1810,428574.352813,416999.016591,428574.352813,428574.352813
1811,428573.374900,416990.247439,428573.374900,428573.374900
1812,428572.391629,416981.470320,428572.391629,428572.391629
1813,428571.403003,416972.685233,428571.403003,428571.403003
1814,428570.409023,416963.892182,428570.409023,428570.409023
1815,428569.409689,416955.091166,428569.409689,428569.409689
1816,428568.405004,416946.282188,428568.405004,428568.405004
1817,428567.394968,416937.465248,428567.394968,428567.394968
1818,428566.379583,416928.640348,428566.379583,428566.379583
1819,428565.358849,416919.807489,428565.358849,428565.358849
1820,428564.332770,416910.966673,428564.332770,428564.332770
1821,428563.301344,416902.117900,428563.301344,428563.301344
1822,428562.264575,416893.261172,428562.264575,428562.264575
1823,428561.222463,416884.396490,428561.222463,428561.222463
1824,428560.175010,416875.523857,428560.175010,428560.175010
1825,428559.122216,416866.643272,428559.122216,428559.122216
1826,428558.064084,416857.754737,428558.064084,428558.064084
1827,428557.000614,416848.858254,428557.000614,428557.000614
1828,428555.931808,416839.953824,428555.931808,428555.931808
1829,428554.857667,416831.041449,428554.857667,428554.857667
1830,428553.778193,416822.121129,428553.778193,428553.778193
1831,428552.693387,416813.192866,428552.693387,428552.693387
1832,428551.603250,416804.256662,428551.603250,428551.603250
1833,428550.507784,416795.312517,428550.507784,428550.507784
1834,428549.406991,416786.360434,428549.406991,428549.406991
1835,428548.300870,416777.400414,428548.300870,428548.300870
1836,428547.189425,416768.432457,428547.189425,428547.189425
1837,428546.072655,416759.456566,428546.072655,428546.072655
1838,428544.950564,416750.472742,428544.950564,428544.950564
1839,428543.823152,416741.480987,428543.823152,428543.823152
1840,428542.690420,416732.481301,428542.690420,428542.690420
1841,428541.552370,416723.473686,428541.552370,428541.552370
1842,428540.409004,416714.458144,428540.409004,428540.409004
1843,428539.260323,416705.434676,428539.260323,428539.260323
1844,428538.106328,416696.403283,428538.106328,428538.106328
1845,428536.947020,416687.363968,428536.947020,428536.947020
1846,428535.782402,416678.316730,428535.782402,428535.782402
1847,428534.612475,416669.261573,428534.612475,428534.612475
1848,428533.437240,416660.198498,428533.437240,428533.437240
1849,428532.256699,416651.127505,428532.256699,428532.256699
1850,428531.070853,416642.048597,428531.070853,428531.070853
1851,428529.879704,416632.961775,428529.879704,428529.879704
1852,428528.683253,416623.867040,428528.683253,428528.683253
