Time,altitude via coords,altitude via ecc ano,altitude via true ano
1528,6791677.202466,6799341.164902,6799341.164902
1529,6791679.206857,6799339.160510,6799339.160510
1530,6791681.216109,6799337.151259,6799337.151259
1531,6791683.230218,6799335.137150,6799335.137150
1532,6791685.249182,6799333.118186,6799333.118186
1533,6791687.272998,6799331.094369,6799331.094369
1534,6791689.301664,6799329.065704,6799329.065704
1535,6791691.335177,6799327.032190,6799327.032190
1536,6791693.373535,6799324.993833,6799324.993833
1537,6791695.416735,6799322.950633,6799322.950633
1538,6791697.464774,6799320.902594,6799320.902594
1539,6791699.517650,6799318.849718,6799318.849718
1540,6791701.575360,6799316.792007,6799316.792007
1541,6791703.637902,6799314.729466,6799314.729466
1542,6791705.705273,6799312.662095,6799312.662095
1543,6791707.777470,6799310.589897,6799310.589897
1544,6791709.854491,6799308.512876,6799308.512876
1545,6791711.936334,6799306.431034,6799306.431034
1546,6791714.022994,6799304.344373,6799304.344373
1547,6791716.114471,6799302.252896,6799302.252896
1548,6791718.210761,6799300.156606,6799300.156606
1549,6791720.311862,6799298.055506,6799298.055506
1550,6791722.417770,6799295.949597,6799295.949597
1551,6791724.528484,6799293.838884,6799293.838884
1552,6791726.644000,6799291.723368,6799291.723368
1553,6791728.764316,6799289.603051,6799289.603051
1554,6791730.889429,6799287.477938,6799287.477938
1555,6791733.019337,6799285.348030,6799285.348030
1556,6791735.154037,6799283.213330,6799283.213330
1557,6791737.293526,6799281.073841,6799281.073841
1558,6791739.437801,6799278.929566,6799278.929566
1559,6791741.586860,6799276.780507,6799276.780507
1560,6791743.740700,6799274.626667,6799274.626667
1561,6791745.899319,6799272.468049,6799272.468049
1562,6791748.062712,6799270.304655,6799270.304655
1563,6791750.230879,6799268.136489,6799268.136489
1564,6791752.403815,6799265.963552,6799265.963552
1565,6791754.581519,6799263.785848,6799263.785848
1566,6791756.763988,6799261.603380,6799261.603380
1567,6791758.951218,6799259.416149,6799259.416149
1568,6791761.143207,6799257.224160,6799257.224160
1569,6791763.339953,6799255.027415,6799255.027415
1570,6791765.541452,6799252.825916,6799252.825916
1571,6791767.747701,6799250.619666,6799250.619666
1572,6791769.958698,6799248.408669,6799248.408669
1573,6791772.174441,6799246.192926,6799246.192926
1574,6791774.394926,6799243.972442,6799243.972442
1575,6791776.620150,6799241.747218,6799241.747218
1576,6791778.850111,6799239.517257,6799239.517257
1577,6791781.084805,6799237.282562,6799237.282562
1578,6791783.324231,6799235.043136,6799235.043136
1579,6791785.568385,6799232.798983,6799232.798983
1580,6791787.817264,6799230.550104,6799230.550104
1581,6791790.070865,6799228.296502,6799228.296502
1582,6791792.329186,6799226.038181,6799226.038181
1583,6791794.592224,6799223.775143,6799223.775143
1584,6791796.859976,6799221.507391,6799221.507391
1585,6791799.132439,6799219.234929,6799219.234929
1586,6791801.409610,6799216.957758,6799216.957758
1587,6791803.691486,6799214.675882,6799214.675882
1588,6791805.978064,6799212.389303,6799212.389303
1589,6791808.269342,6799210.098025,6799210.098025
1590,6791810.565317,6799207.802050,6799207.802050
1591,6791812.865985,6799205.501382,6799205.501382
1592,6791815.171344,6799203.196023,6799203.196023
1593,6791817.481391,6799200.885977,6799200.885977
1594,6791819.796123,6799198.571245,6799198.571245
1595,6791822.115536,6799196.251831,6799196.251831
1596,6791824.439629,6799193.927739,6799193.927739
1597,6791826.768398,6799191.598970,6799191.598970
1598,6791829.101840,6799189.265528,6799189.265528
1599,6791831.439952,6799186.927416,6799186.927416
1600,6791833.782731,6799184.584636,6799184.584636
1601,6791836.130175,6799182.237193,6799182.237193
1602,6791838.482280,6799179.885088,6799179.885088
1603,6791840.839043,6799177.528325,6799177.528325
1604,6791843.200461,6799175.166906,6799175.166906
1605,6791845.566532,6799172.800835,6799172.800835
1606,6791847.937252,6799170.430115,6799170.430115
1607,6791850.312619,6799168.054748,6799168.054748
1608,6791852.692629,6799165.674739,6799165.674739
1609,6791855.077279,6799163.290088,6799163.290088
1610,6791857.466567,6799160.900801,6799160.900801
1611,6791859.860488,6799158.506879,6799158.506879
1612,6791862.259042,6799156.108326,6799156.108326
1613,6791864.662223,6799153.705145,6799153.705145
1614,6791867.070029,6799151.297338,6799151.297338
1615,6791869.482458,6799148.884910,6799148.884910
1616,6791871.899505,6799146.467862,6799146.467862
1617,6791874.321169,6799144.046198,6799144.046198
1618,6791876.747446,6799141.619922,6799141.619922
1619,6791879.178332,6799139.189036,6799139.189036
1620,6791881.613825,6799136.753542,6799136.753542
1621,6791884.053922,6799134.313445,6799134.313445
1622,6791886.498620,6799131.868748,6799131.868748
1623,6791888.947915,6799129.419453,6799129.419453
1624,6791891.401804,6799126.965563,6799126.965563
1625,6791893.860285,6799124.507083,6799124.507083
1626,6791896.323354,6799122.044014,6799122.044014
1627,6791898.791008,6799119.576360,6799119.576360
1628,6791901.263244,6799117.104124,6799117.104124
1629,6791903.740059,6799114.627309,6799114.627309
1630,6791906.221449,6799112.145918,6799112.145918
1631,6791908.707412,6799109.659955,6799109.659955
1632,6791911.197945,6799107.169423,6799107.169423
1633,6791913.693044,6799104.674324,6799104.674324
1634,6791916.192705,6799102.174662,6799102.174662
1635,6791918.696927,6799099.670440,6799099.670440
1636,6791921.205706,6799097.161662,6799097.161662
1637,6791923.719038,6799094.648330,6799094.648330
1638,6791926.236920,6799092.130447,6799092.130447
1639,6791928.759350,6799089.608018,6799089.608018
1640,6791931.286323,6799087.081044,6799087.081044
1641,6791933.817838,6799084.549530,6799084.549530
1642,6791936.353890,6799082.013478,6799082.013478
1643,6791938.894870,6799079.472497,6799079.472497
1644,6791941.439989,6799076.927378,6799076.927378
1645,6791943.989636,6799074.377732,6799074.377732
1646,6791946.543807,6799071.823560,6799071.823560
1647,6791949.102500,6799069.264867,6799069.264867
1648,6791951.665711,6799066.701656,6799066.701656
1649,6791954.233438,6799064.133930,6799064.133930
1650,6791956.805676,6799061.561692,6799061.561692
1651,6791959.382422,6799058.984945,6799058.984945
1652,6791961.963674,6799056.403694,6799056.403694
1653,6791964.549427,6799053.817940,6799053.817940
1654,6791967.139680,6799051.227688,6799051.227688
1655,6791969.734428,6799048.632940,6799048.632940
1656,6791972.333667,6799046.033700,6799046.033700
1657,6791974.937396,6799043.429971,6799043.429971
1658,6791977.545610,6799040.821757,6799040.821757
1659,6791980.158307,6799038.209061,6799038.209061
1660,6791982.775482,6799035.591885,6799035.591885
1661,6791985.397133,6799032.970234,6799032.970234
1662,6791988.023257,6799030.344111,6799030.344111
1663,6791990.653849,6799027.713518,6799027.713518
1664,6791993.288907,6799025.078461,6799025.078461
1665,6791995.928427,6799022.438940,6799022.438940
1666,6791998.572406,6799019.794961,6799019.794961
1667,6792001.220841,6799017.146526,6799017.146526
1668,6792003.873728,6799014.493639,6799014.493639
1669,6792006.531064,6799011.836303,6799011.836303
1670,6792009.192846,6799009.174522,6799009.174522
1671,6792011.859069,6799006.508298,6799006.508298
1672,6792014.529732,6799003.837636,6799003.837636
1673,6792017.204830,6799001.162538,6799001.162538
1674,6792019.884360,6798998.483008,6798998.483008
1675,6792022.568318,6798995.799049,6798995.799049
1676,6792025.256702,6798993.110666,6798993.110666
1677,6792027.949507,6798990.417860,6798990.417860
1678,6792030.646731,6798987.720636,6798987.720636
1679,6792033.348370,6798985.018997,6798985.018997
1680,6792036.054421,6798982.312947,6798982.312947
1681,6792038.764879,6798979.602488,6798979.602488
1682,6792041.479743,6798976.887625,6798976.887625
1683,6792044.199007,6798974.168360,6798974.168360
1684,6792046.922670,6798971.444698,6798971.444698
1685,6792049.650727,6798968.716641,6798968.716641
1686,6792052.383175,6798965.984193,6798965.984193
1687,6792055.120010,6798963.247358,6798963.247358
1688,6792057.861229,6798960.506138,6798960.506138
1689,6792060.606829,6798957.760538,6798957.760538
1690,6792063.356806,6798955.010562,6798955.010562
1691,6792066.111156,6798952.256211,6798952.256211
1692,6792068.869877,6798949.497491,6798949.497491
1693,6792071.632964,6798946.734403,6798946.734403
1694,6792074.400414,6798943.966953,6798943.966953
1695,6792077.172224,6798941.195143,6798941.195143
1696,6792079.948390,6798938.418978,6798938.418978
1697,6792082.728908,6798935.638459,6798935.638459
1698,6792085.513776,6798932.853592,6798932.853592
1699,6792088.302989,6798930.064379,6798930.064379
1700,6792091.096544,6798927.270824,6798927.270824
1701,6792093.894437,6798924.472930,6798924.472930
1702,6792096.696666,6798921.670702,6798921.670702
1703,6792099.503225,6798918.864142,6798918.864142
1704,6792102.314113,6798916.053255,6798916.053255
1705,6792105.129325,6798913.238043,6798913.238043
1706,6792107.948857,6798910.418510,6798910.418510
1707,6792110.772707,6798907.594661,6798907.594661
1708,6792113.600870,6798904.766498,6798904.766498
1709,6792116.433343,6798901.934025,6798901.934025
1710,6792119.270122,6798899.097246,6798899.097246
1711,6792122.111204,6798896.256163,6798896.256163
1712,6792124.956585,6798893.410782,6798893.410782
1713,6792127.806262,6798890.561105,6798890.561105
1714,6792130.660231,6798887.707137,6798887.707137
1715,6792133.518488,6798884.848879,6798884.848879
1716,6792136.381030,6798881.986338,6798881.986338
1717,6792139.247853,6798879.119515,6798879.119515
1718,6792142.118953,6798876.248414,6798876.248414
1719,6792144.994328,6798873.373040,6798873.373040
1720,6792147.873972,6798870.493395,6798870.493395
1721,6792150.757883,6798867.609484,6798867.609484
1722,6792153.646057,6798864.721311,6798864.721311
1723,6792156.538490,6798861.828877,6798861.828877
1724,6792159.435179,6798858.932189,6798858.932189
1725,6792162.336119,6798856.031248,6798856.031248
1726,6792165.241308,6798853.126059,6798853.126059
1727,6792168.150742,6798850.216626,6798850.216626
1728,6792171.064416,6798847.302952,6798847.302952
1729,6792173.982327,6798844.385040,6798844.385040
1730,6792176.904472,6798841.462895,6798841.462895
1731,6792179.830847,6798838.536521,6798838.536521
1732,6792182.761447,6798835.605920,6798835.605920
1733,6792185.696270,6798832.671097,6798832.671097
1734,6792188.635312,6798829.732055,6798829.732055
1735,6792191.578569,6798826.788799,6798826.788799
1736,6792194.526037,6798823.841331,6798823.841331
1737,6792197.477712,6798820.889656,6798820.889656
1738,6792200.433591,6798817.933777,6798817.933777
1739,6792203.393670,6798814.973698,6798814.973698
1740,6792206.357945,6798812.009422,6798812.009422
1741,6792209.326413,6798809.040955,6798809.040955
1742,6792212.299069,6798806.068298,6798806.068298
1743,6792215.275911,6798803.091457,6798803.091457
1744,6792218.256933,6798800.110434,6798800.110434
1745,6792221.242133,6798797.125234,6798797.125234
1746,6792224.231507,6798794.135861,6798794.135861
1747,6792227.225050,6798791.142317,6798791.142317
1748,6792230.222760,6798788.144608,6798788.144608
1749,6792233.224631,6798785.142736,6798785.142736
1750,6792236.230661,6798782.136706,6798782.136706
1751,6792239.240846,6798779.126521,6798779.126521
1752,6792242.255182,6798776.112186,6798776.112186
1753,6792245.273664,6798773.093703,6798773.093703
1754,6792248.296290,6798770.071077,6798770.071077
1755,6792251.323055,6798767.044312,6798767.044312
1756,6792254.353956,6798764.013411,6798764.013411
1757,6792257.388988,6798760.978379,6798760.978379
1758,6792260.428149,6798757.939219,6798757.939219
1759,6792263.471433,6798754.895935,6798754.895935
1760,6792266.518837,6798751.848530,6798751.848530
1761,6792269.570358,6798748.797010,6798748.797010
1762,6792272.625991,6798745.741377,6798745.741377
1763,6792275.685733,6798742.681635,6798742.681635
1764,6792278.749579,6798739.617789,6798739.617789
1765,6792281.817526,6798736.549842,6798736.549842
1766,6792284.889570,6798733.477798,6798733.477798
1767,6792287.965707,6798730.401661,6798730.401661
1768,6792291.045933,6798727.321435,6798727.321435
1769,6792294.130244,6798724.237123,6798724.237123
1770,6792297.218637,6798721.148731,6798721.148731
1771,6792300.311107,6798718.056261,6798718.056261
1772,6792303.407650,6798714.959717,6798714.959717
1773,6792306.508263,6798711.859104,6798711.859104
1774,6792309.612942,6798708.754426,6798708.754426
1775,6792312.721682,6798705.645685,6798705.645685
1776,6792315.834480,6798702.532887,6798702.532887
1777,6792318.951332,6798699.416035,6798699.416035
1778,6792322.072234,6798696.295134,6798696.295134
1779,6792325.197182,6798693.170186,6798693.170186
1780,6792328.326171,6798690.041196,6798690.041196
1781,6792331.459199,6798686.908169,6798686.908169
1782,6792334.596260,6798683.771107,6798683.771107
1783,6792337.737352,6798680.630015,6798680.630015
1784,6792340.882470,6798677.484897,6798677.484897
1785,6792344.031610,6798674.335758,6798674.335758
1786,6792347.184768,6798671.182600,6798671.182600
1787,6792350.341940,6798668.025428,6798668.025428
1788,6792353.503122,6798664.864245,6798664.864245
1789,6792356.668310,6798661.699057,6798661.699057
1790,6792359.837501,6798658.529867,6798658.529867
1791,6792363.010689,6798655.356678,6798655.356678
1792,6792366.187872,6798652.179496,6798652.179496
1793,6792369.369044,6798648.998323,6798648.998323
1794,6792372.554203,6798645.813165,6798645.813165
1795,6792375.743343,6798642.624024,6798642.624024
1796,6792378.936462,6798639.430906,6798639.430906
1797,6792382.133554,6798636.233813,6798636.233813
1798,6792385.334616,6798633.032751,6798633.032751
1799,6792388.539644,6798629.827723,6798629.827723
1800,6792391.748634,6798626.618733,6798626.618733
1801,6792394.961581,6798623.405786,6798623.405786
1802,6792398.178482,6798620.188885,6798620.188885
1803,6792401.399333,6798616.968035,6798616.968035
1804,6792404.624129,6798613.743239,6798613.743239
1805,6792407.852866,6798610.514501,6798610.514501
1806,6792411.085540,6798607.281827,6798607.281827
1807,6792414.322148,6798604.045219,6798604.045219
1808,6792417.562685,6798600.804683,6798600.804683
1809,6792420.807147,6798597.560221,6798597.560221
1810,6792424.055529,6798594.311838,6798594.311838
1811,6792427.307828,6798591.059539,6798591.059539
1812,6792430.564040,6798587.803327,6798587.803327
1813,6792433.824161,6798584.543207,6798584.543207
1814,6792437.088185,6798581.279182,6798581.279182
1815,6792440.356110,6798578.011257,6798578.011257
1816,6792443.627931,6798574.739436,6798574.739436
1817,6792446.903644,6798571.463723,6798571.463723
1818,6792450.183245,6798568.184123,6798568.184123
1819,6792453.466729,6798564.900638,6798564.900638
1820,6792456.754093,6798561.613274,6798561.613274
1821,6792460.045332,6798558.322035,6798558.322035
1822,6792463.340443,6798555.026925,6798555.026925
1823,6792466.639420,6798551.727947,6798551.727947
1824,6792469.942260,6798548.425107,6798548.425107
1825,6792473.248959,6798545.118409,6798545.118409
1826,6792476.559512,6798541.807856,6798541.807856
1827,6792479.873915,6798538.493452,6798538.493452
1828,6792483.192165,6798535.175203,6798535.175203
1829,6792486.514256,6798531.853112,6798531.853112
1830,6792489.840184,6798528.527183,6798528.527183
1831,6792493.169947,6798525.197421,6798525.197421
1832,6792496.503538,6798521.863829,6798521.863829
1833,6792499.840954,6798518.526413,6798518.526413
1834,6792503.182191,6798515.185176,6798515.185176
1835,6792506.527245,6798511.840123,6798511.840123
1836,6792509.876111,6798508.491257,6798508.491257
1837,6792513.228785,6798505.138583,6798505.138583
1838,6792516.585262,6798501.782105,6798501.782105
1839,6792519.945539,6798498.421828,6798498.421828
1840,6792523.309612,6798495.057756,6798495.057756
1841,6792526.677475,6798491.689892,6798491.689892
1842,6792530.049125,6798488.318242,6798488.318242
1843,6792533.424558,6798484.942810,6798484.942810
1844,6792536.803768,6798481.563599,6798481.563599
1845,6792540.186753,6798478.180614,6798478.180614
1846,6792543.573507,6798474.793860,6798474.793860
1847,6792546.964027,6798471.403341,6798471.403341
1848,6792550.358308,6798468.009060,6798468.009060
1849,6792553.756345,6798464.611023,6798464.611023
1850,6792557.158135,6798461.209233,6798461.209233
1851,6792560.563673,6798457.803695,6798457.803695
1852,6792563.972954,6798454.394413,6798454.394413
1853,6792567.385975,6798450.981392,6798450.981392
1854,6792570.802732,6798447.564636,6798447.564636
1855,6792574.223219,6798444.144149,6798444.144149
1856,6792577.647433,6798440.719935,6798440.719935
1857,6792581.075368,6798437.291999,6798437.291999
1858,6792584.507022,6798433.860345,6798433.860345
1859,6792587.942389,6798430.424978,6798430.424978
1860,6792591.381465,6798426.985902,6798426.985902
1861,6792594.824246,6798423.543121,6798423.543121
1862,6792598.270728,6798420.096640,6798420.096640
1863,6792601.720905,6798416.646462,6798416.646462
1864,6792605.174774,6798413.192593,6798413.192593
1865,6792608.632331,6798409.735037,6798409.735037
1866,6792612.093570,6798406.273798,6798406.273798
1867,6792615.558488,6798402.808880,6798402.808880
1868,6792619.027079,6798399.340288,6798399.340288
1869,6792622.499341,6798395.868026,6798395.868026
1870,6792625.975268,6798392.392099,6798392.392099
1871,6792629.454856,6798388.912512,6798388.912512
1872,6792632.938100,6798385.429267,6798385.429267
1873,6792636.424997,6798381.942371,6798381.942371
1874,6792639.915541,6798378.451826,6798378.451826
1875,6792643.409729,6798374.957639,6798374.957639
1876,6792646.907555,6798371.459813,6798371.459813
1877,6792650.409016,6798367.958352,6798367.958352
1878,6792653.914106,6798364.453261,6798364.453261
1879,6792657.422823,6798360.944545,6798360.944545
1880,6792660.935160,6798357.432208,6798357.432208
1881,6792664.451114,6798353.916254,6798353.916254
1882,6792667.970680,6798350.396688,6798350.396688
1883,6792671.493854,6798346.873514,6798346.873514
1884,6792675.020631,6798343.346737,6798343.346737
1885,6792678.551007,6798339.816361,6798339.816361
1886,6792682.084977,6798336.282390,6798336.282390
1887,6792685.622537,6798332.744830,6798332.744830
1888,6792689.163683,6798329.203685,6798329.203685
1889,6792692.708409,6798325.658959,6798325.658959
1890,6792696.256711,6798322.110656,6798322.110656
1891,6792699.808586,6798318.558781,6798318.558781
1892,6792703.364028,6798315.003340,6798315.003340
1893,6792706.923033,6798311.444335,6798311.444335
1894,6792710.485596,6798307.881772,6798307.881772
1895,6792714.051713,6798304.315655,6798304.315655
1896,6792717.621379,6798300.745988,6798300.745988
1897,6792721.194590,6798297.172777,6798297.172777
1898,6792724.771342,6798293.596026,6798293.596026
1899,6792728.351629,6798290.015738,6798290.015738
1900,6792731.935448,6798286.431920,6798286.431920
1901,6792735.522793,6798282.844575,6798282.844575
1902,6792739.113660,6798279.253708,6798279.253708
1903,6792742.708045,6798275.659323,6798275.659323
1904,6792746.305943,6798272.061425,6798272.061425
1905,6792749.907349,6798268.460019,6798268.460019
1906,6792753.512259,6798264.855108,6798264.855108
1907,6792757.120669,6798261.246699,6798261.246699
1908,6792760.732573,6798257.634795,6798257.634795
1909,6792764.347967,6798254.019400,6798254.019400
1910,6792767.966848,6798250.400520,6798250.400520
1911,6792771.589209,6798246.778159,6798246.778159
1912,6792775.215046,6798243.152321,6798243.152321
1913,6792778.844356,6798239.523012,6798239.523012
1914,6792782.477132,6798235.890235,6798235.890235
1915,6792786.113371,6798232.253996,6798232.253996
1916,6792789.753069,6798228.614299,6798228.614299
1917,6792793.396219,6798224.971148,6798224.971148
1918,6792797.042819,6798221.324549,6798221.324549
1919,6792800.692863,6798217.674505,6798217.674505
1920,6792804.346346,6798214.021022,6798214.021022
1921,6792808.003264,6798210.364104,6798210.364104
1922,6792811.663612,6798206.703755,6798206.703755
1923,6792815.327386,6798203.039981,6798203.039981
1924,6792818.994581,6798199.372786,6798199.372786
1925,6792822.665193,6798195.702175,6798195.702175
1926,6792826.339216,6798192.028152,6798192.028152
1927,6792830.016646,6798188.350721,6798188.350721
1928,6792833.697479,6798184.669889,6798184.669889
1929,6792837.381709,6798180.985658,6798180.985658
1930,6792841.069332,6798177.298035,6798177.298035
1931,6792844.760344,6798173.607023,6798173.607023
1932,6792848.454740,6798169.912628,6798169.912628
1933,6792852.152514,6798166.214853,6798166.214853
1934,6792855.853663,6798162.513705,6798162.513705
1935,6792859.558181,6798158.809186,6798158.809186
1936,6792863.266065,6798155.101303,6798155.101303
1937,6792866.977309,6798151.390059,6798151.390059
1938,6792870.691908,6798147.675460,6798147.675460
1939,6792874.409858,6798143.957510,6798143.957510
1940,6792878.131154,6798140.236213,6798140.236213
1941,6792881.855792,6798136.511576,6798136.511576
1942,6792885.583766,6798132.783601,6798132.783601
1943,6792889.315073,6798129.052295,6798129.052295
1944,6792893.049706,6798125.317661,6798125.317661
1945,6792896.787662,6798121.579705,6798121.579705
1946,6792900.528936,6798117.838431,6798117.838431
1947,6792904.273523,6798114.093845,6798114.093845
1948,6792908.021418,6798110.345949,6798110.345949
1949,6792911.772617,6798106.594751,6798106.594751
1950,6792915.527114,6798102.840253,6798102.840253
1951,6792919.284906,6798099.082462,6798099.082462
1952,6792923.045987,6798095.321381,6798095.321381
1953,6792926.810352,6798091.557015,6798091.557015
1954,6792930.577997,6798087.789370,6798087.789370
1955,6792934.348917,6798084.018450,6798084.018450
1956,6792938.123107,6798080.244260,6798080.244260
1957,6792941.900563,6798076.466805,6798076.466805
1958,6792945.681279,6798072.686088,6798072.686088
1959,6792949.465251,6798068.902116,6798068.902116
1960,6792953.252474,6798065.114893,6798065.114893
1961,6792957.042943,6798061.324424,6798061.324424
1962,6792960.836654,6798057.530713,6798057.530713
1963,6792964.633601,6798053.733766,6798053.733766
1964,6792968.433780,6798049.933587,6798049.933587
1965,6792972.237186,6798046.130181,6798046.130181
1966,6792976.043815,6798042.323553,6798042.323553
1967,6792979.853660,6798038.513707,6798038.513707
1968,6792983.666718,6798034.700649,6798034.700649
1969,6792987.482984,6798030.884384,6798030.884384
1970,6792991.302452,6798027.064915,6798027.064915
1971,6792995.125119,6798023.242249,6798023.242249
1972,6792998.950979,6798019.416389,6798019.416389
1973,6793002.780027,6798015.587341,6798015.587341
1974,6793006.612258,6798011.755109,6798011.755109
1975,6793010.447668,6798007.919699,6798007.919699
1976,6793014.286252,6798004.081116,6798004.081116
1977,6793018.128004,6798000.239363,6798000.239363
1978,6793021.972921,6797996.394446,6797996.394446
1979,6793025.820997,6797992.546371,6797992.546371
1980,6793029.672227,6797988.695141,6797988.695141
1981,6793033.526606,6797984.840761,6797984.840761
1982,6793037.384130,6797980.983237,6797980.983237
1983,6793041.244793,6797977.122574,6797977.122574
1984,6793045.108592,6797973.258776,6797973.258776
1985,6793048.975520,6797969.391848,6797969.391848
1986,6793052.845572,6797965.521795,6797965.521795
1987,6793056.718745,6797961.648622,6797961.648622
1988,6793060.595033,6797957.772334,6797957.772334
1989,6793064.474431,6797953.892936,6797953.892936
1990,6793068.356935,6797950.010433,6797950.010433
1991,6793072.242538,6797946.124829,6797946.124829
1992,6793076.131237,6797942.236130,6797942.236130
1993,6793080.023027,6797938.344340,6797938.344340
1994,6793083.917902,6797934.449465,6797934.449465
1995,6793087.815858,6797930.551510,6797930.551510
1996,6793091.716889,6797926.650478,6797926.650478
1997,6793095.620991,6797922.746376,6797922.746376
1998,6793099.528159,6797918.839208,6797918.839208
1999,6793103.438388,6797914.928979,6797914.928979
2000,6793107.351673,6797911.015695,6797911.015695
2001,6793111.268008,6797907.099359,6797907.099359
2002,6793115.187390,6797903.179978,6797903.179978
2003,6793119.109812,6797899.257555,6797899.257555
2004,6793123.035271,6797895.332097,6797895.332097
2005,6793126.963760,6797891.403607,6797891.403607
2006,6793130.895276,6797887.472092,6797887.472092
2007,6793134.829812,6797883.537555,6797883.537555
2008,6793138.767365,6797879.600002,6797879.600002
2009,6793142.707929,6797875.659439,6797875.659439
2010,6793146.651499,6797871.715869,6797871.715869
2011,6793150.598070,6797867.769298,6797867.769298
2012,6793154.547637,6797863.819731,6797863.819731
2013,6793158.500195,6797859.867173,6797859.867173
2014,6793162.455739,6797855.911628,6797855.911628
2015,6793166.414264,6797851.953103,6797851.953103
2016,6793170.375766,6797847.991602,6797847.991602
2017,6793174.340238,6797844.027129,6797844.027129
2018,6793178.307676,6797840.059691,6797840.059691
2019,6793182.278076,6797836.089292,6797836.089292
2020,6793186.251431,6797832.115936,6797832.115936
2021,6793190.227737,6797828.139630,6797828.139630
2022,6793194.206989,6797824.160378,6797824.160378
2023,6793198.189182,6797820.178185,6797820.178185
2024,6793202.174311,6797816.193057,6797816.193057
2025,6793206.162370,6797812.204997,6797812.204997
2026,6793210.153355,6797808.214012,6797808.214012
2027,6793214.147261,6797804.220107,6797804.220107
2028,6793218.144082,6797800.223286,6797800.223286
2029,6793222.143813,6797796.223554,6797796.223554
2030,6793226.146450,6797792.220917,6797792.220917
2031,6793230.151988,6797788.215380,6797788.215380
2032,6793234.160420,6797784.206947,6797784.206947
2033,6793238.171743,6797780.195624,6797780.195624
2034,6793242.185951,6797776.181416,6797776.181416
2035,6793246.203039,6797772.164329,6797772.164329
2036,6793250.223002,6797768.144366,6797768.144366
2037,6793254.245211,6797764.122156,6797764.122156
2038,6793258.270909,6797760.096459,6797760.096459
2039,6793262.299466,6797756.067901,6797756.067901
2040,6793266.330878,6797752.036490,6797752.036490
2041,6793270.365139,6797748.002229,6797748.002229
2042,6793274.402244,6797743.965124,6797743.965124
2043,6793278.442188,6797739.925179,6797739.925179
2044,6793282.484967,6797735.882401,6797735.882401
2045,6793286.530574,6797731.836793,6797731.836793
2046,6793290.579005,6797727.788362,6797727.788362
2047,6793294.630255,6797723.737112,6797723.737112
2048,6793298.684319,6797719.683049,6797719.683049
2049,6793302.741190,6797715.626177,6797715.626177
2050,6793306.800865,6797711.566502,6797711.566502
2051,6793310.863338,6797707.504029,6797707.504029
2052,6793314.928604,6797703.438763,6797703.438763
2053,6793318.996658,6797699.370709,6797699.370709
2054,6793323.067495,6797695.299873,6797695.299873
2055,6793327.141108,6797691.226259,6797691.226259
2056,6793331.217495,6797687.149873,6797687.149873
2057,6793335.296648,6797683.070720,6797683.070720
2058,6793339.378563,6797678.988804,6797678.988804
2059,6793343.463235,6797674.904132,6797674.904132
2060,6793347.550659,6797670.816709,6797670.816709
2061,6793351.640829,6797666.726538,6797666.726538
2062,6793355.733740,6797662.633627,6797662.633627
2063,6793359.829388,6797658.537980,6797658.537980
2064,6793363.927766,6797654.439601,6797654.439601
2065,6793368.028870,6797650.338498,6797650.338498
2066,6793372.132694,6797646.234673,6797646.234673
2067,6793376.239234,6797642.128134,6797642.128134
2068,6793380.348484,6797638.018884,6797638.018884
2069,6793384.460438,6797633.906929,6797633.906929
2070,6793388.575092,6797629.792275,6797629.792275
2071,6793392.692441,6797625.674927,6797625.674927
2072,6793396.812479,6797621.554889,6797621.554889
2073,6793400.935200,6797617.432167,6797617.432167
2074,6793405.060601,6797613.306766,6797613.306766
2075,6793409.188675,6797609.178692,6797609.178692
2076,6793413.319417,6797605.047950,6797605.047950
2077,6793417.452823,6797600.914545,6797600.914545
2078,6793421.588886,6797596.778482,6797596.778482
2079,6793425.727602,6797592.639766,6797592.639766
2080,6793429.868965,6797588.498403,6797588.498403
2081,6793434.012970,6797584.354398,6797584.354398
2082,6793438.159612,6797580.207756,6797580.207756
2083,6793442.308885,6797576.058482,6797576.058482
2084,6793446.460785,6797571.906583,6797571.906583
2085,6793450.615306,6797567.752062,6797567.752062
2086,6793454.772442,6797563.594925,6797563.594925
2087,6793458.932189,6797559.435178,6797559.435178
2088,6793463.094541,6797555.272826,6797555.272826
2089,6793467.259494,6797551.107874,6797551.107874
2090,6793471.427040,6797546.940327,6797546.940327
2091,6793475.597177,6797542.770191,6797542.770191
2092,6793479.769897,6797538.597471,6797538.597471
2093,6793483.945196,6797534.422172,6797534.422172
2094,6793488.123068,6797530.244299,6797530.244299
2095,6793492.303509,6797526.063858,6797526.063858
2096,6793496.486513,6797521.880855,6797521.880855
2097,6793500.672074,6797517.695293,6797517.695293
2098,6793504.860188,6797513.507180,6797513.507180
2099,6793509.050848,6797509.316519,6797509.316519
2100,6793513.244051,6797505.123317,6797505.123317
2101,6793517.439789,6797500.927578,6797500.927578
2102,6793521.638059,6797496.729309,6797496.729309
2103,6793525.838854,6797492.528514,6797492.528514
2104,6793530.042170,6797488.325198,6797488.325198
2105,6793534.248000,6797484.119367,6797484.119367
2106,6793538.456341,6797479.911027,6797479.911027
2107,6793542.667186,6797475.700182,6797475.700182
2108,6793546.880530,6797471.486838,6797471.486838
2109,6793551.096367,6797467.271000,6797467.271000
